A2006010116333703 002 345044 007 1323315 008  99104430V   5112  6224ìáç™åßêºïî                7K
6320230 260704230 1 10 ///// 00042 N00038 E00035 Z00026 P001P///P001P///P002P///                
6320331 260704230 1 07 ///// 00040 N00031 E00038 Z00012 P002P///P002P///P004P///                
6320530 260704180 1 14 ///// 00063 N00043 E00063 Z00037 P002P///P001P///P001P///                
6321430 260704200 1 11 ///// 00060 N00057 E00054 Z00024 P001P///P003P///P001P///                
6321600 260704067 1 08 04222 00046 N00034 E00036 Z00017 F101F101F157F157F115F026                
6321830 260704230 1 10 ///// 00040 N00033 E00039 Z00016 P002P///P002P///P002P///                
7000030 260704307 1 07 04310 00015 N00014 E00012 Z00006 P005P005P010P010P008P007                
7000033 260704156 1 12 04248 00029 N00020 E00028 Z00014 P004P004P007P007P004P004                
7000034 260704068 1 11 04204 00038 N00025 E00037 Z00018 P001P003P004P004P001P000                
7000035 260704092 1 12 04261 00027 N00026 E00025 Z00013 P005P005P005P005P007P000                
7000037 260704068 1 14 04214 00071 N00038 E00062 Z00026 P003P003P002P002P004P004                
7000130 260704216 1 10 04222 00018 N00015 E00013 Z00009 P011P011P008P008P009P009                
7000231 260704052 1 14 04181 00054 N00043 E00046 Z00033 P004P004P003P003P004P003                
7020021 260704212 1 12 04221 00058 N00053 E00035 Z00011 F042F058F046F059F029F290                
7020030 260704181 1 10 04187 00026 N00022 E00014 Z00014 P007P007P004P004P004P004                
7020032 260704203 1 11 04206 00048 N00046 E00017 Z00009 P007P007P008P008P009P009                
7020034 260704230 1 11 04233 00042 N00027 E00037 Z00008 P010P010P003P003P005P006                
7030031 260704048 1 14 04172 00076 N00063 E00075 Z00026 P004P004P006P006P007P004                
7030062 260704056 1 13 04155 00049 N00024 E00049 Z00024 P008P008P003P003P006P006                
7040021 260704062 1 11 04218 00046 N00041 E00023 Z00031 F021F021F023F024F094F095                
7100030 260704280 1 12 ///// 00029 N00023 E00029 Z00013 F025P///F017P///F103P///                
7100131 260704270 1 13 ///// 00033 N00021 E00026 Z00024 F017P///F028P///F029P///                
7100200 260704268 1 13 04287 00033 N00029 E00027 Z00006 F029F029F029F029F038F038                
7100230 260704270 1 10 ///// 00019 N00014 E00018 Z00008 F015P///F016P///F067P///                
7100630 260704280 1 09 ///// 00024 N00019 E00020 Z00007 F023P///F022P///F074P///                
7100730 260704240 1 11 ///// 00033 N00032 E00021 Z00005 F032P///F036P///F078P///                
7100930 260704230 1 13 ///// 00039 N00023 E00036 Z00023 F028P///F026P///F038P///                
7101031 260704260 1 05 ///// 00014 N00014 E00013 Z00006 F033P///F013P///F032P///                
7101130 260703320 1 07 ///// 00020 N00020 E00015 Z00004 F028P///F024P///F023P///                
7101430 260704260 1 08 ///// 00020 N00013 E00017 Z00009 F019P///F012P///F024P///                
7101530 260704240 1 07 ///// 00017 N00017 E00010 Z00004 F023P///F016P///F074P///                
7101630 260704230 1 09 ///// 00022 N00011 E00021 Z00011 F023P///F028P///F030P///                
7101730 260704260 1 06 ///// 00015 N00008 E00015 Z00007 F023P///F030P///F012P///                
7101930 260704260 1 12 ///// 00036 N00020 E00036 Z00008 F031P///F029P///F138P///                
7102030 260704250 1 09 ///// 00025 N00016 E00024 Z00013 F023P///F034P///F014P///                
7102130 260704250 1 13 ///// 00048 N00024 E00047 Z00012 F045P///F034P///F028P///                
7102800 260704252 1 10 04255 00027 N00017 E00022 Z00007 F034F034F031F031F154F154                
7102900 260704306 1 08 04323 00020 N00014 E00019 Z00008 F028F028F039F039F013F061                
7102930 260704310 1 06 ///// 00014 N00012 E00014 Z00004 F026P///F031P///F031P///                
7102931 260704320 1 08 ///// 00020 N00011 E00018 Z00005 F024P///F022P///F013P///                
7103030 260704270 1 05 ///// 00020 N00020 E00015 Z00007 F043P///F038P///F163P///                
7110430 260704180 1 13 ///// 00072 N00058 E00036 Z00029 F029P///F020P///F026P///                
7111030 260704230 1 14 ///// 00040 N00031 E00038 Z00015 F017P///F014P///F035P///                
7111400 260704048 1 13 04167 00063 N00056 E00035 Z00026 F028F028F025F025F103F103                
7112331 260704130 1 13 ///// 00048 N00041 E00037 Z00030 F023P///F032P///F062P///                
7112430 260704160 1 14 ///// 00054 N00052 E00042 Z00021 F026P///F031P///F053P///                
7112431 260704150 1 12 ///// 00045 N00045 E00025 Z00018 F040P///F038P///F075P///                
7112531 260704170 1 14 ///// 00040 N00038 E00028 Z00016 F020P///F018P///F041P///                
7112532 260704160 1 14 ///// 00056 N00049 E00055 Z00022 F031P///F035P///F159P///                
7120130 260704190 1 11 ///// 00035 N00018 E00035 Z00017 F038P///F040P///F086P///                
7120131 260704230 1 07 ///// 00024 N00020 E00024 Z00007 F026P///F038P///F030P///                
7120133 260704200 1 11 ///// 00053 N00053 E00022 Z00011 F035P///F027P///F018P///                
7120230 260704190 1 08 ///// 00022 N00020 E00020 Z00012 F026P///F028P///F104P///                
7120530 260704220 1 10 ///// 00037 N00028 E00035 Z00007 F043P///F043P///F035P///                
7120830 260704220 1 07 ///// 00018 N00017 E00015 Z00009 F041P///F025P///F030P///                
7121730 260704180 1 14 ///// 00051 N00038 E00042 Z00029 F026P///F037P///F023P///                
7122030 260704190 1 10 ///// 00039 N00024 E00034 Z00011 F039P///F038P///F163P///                
7122330 260704180 1 11 ///// 00034 N00029 E00030 Z00023 F043P///F035P///F027P///                
7122530 260704140 1 11 ///// 00029 N00023 E00024 Z00009 F030P///F035P///F107P///                
7122531 260704230 1 06 ///// 00021 N00021 E00014 Z00007 F035P///F038P///F036P///                
7122631 260704200 1 09 ///// 00025 N00019 E00019 Z00008 F026P///F020P///F018P///                
7122730 260704180 1 08 ///// 00035 N00033 E00020 Z00016 F058P///F037P///F064P///                
7122731 260704210 1 07 ///// 00025 N00022 E00019 Z00006 F043P///F044P///F021P///                
7122732 260704230 1 08 ///// 00022 N00018 E00017 Z00007 F024P///F033P///F017P///                
7122733 260704200 1 06 ///// 00023 N00023 E00012 Z00007 F037P///F034P///F038P///                
7130030 260704280 1 09 ///// 00019 N00011 E00019 Z00011 F012P///F024P///F062P///                
7130130 260704250 1 12 ///// 00022 N00013 E00021 Z00007 F023P///F012P///F012P///                
7130132 260704210 1 14 ///// 00040 N00040 E00022 Z00009 F022P///F014P///F023P///                
7130134 260704270 1 14 ///// 00031 N00025 E00028 Z00019 P012P///F014P///F061P///                
7130135 260704240 1 08 ///// 00015 N00013 E00013 Z00007 F026P///F025P///F028P///                
7130231 260704280 1 12 ///// 00024 N00023 E00022 Z00010 F023P///F023P///F078P///                
7130431 260704230 1 05 ///// 00013 N00008 E00013 Z00005 F029P///F016P///F013P///                
7130432 260704230 1 07 ///// 00019 N00016 E00019 Z00007 F023P///F026P///F040P///                
7130433 260704240 1 07 ///// 00015 N00010 E00013 Z00006 F020P///F015P///F017P///                
7130434 260704200 1 10 ///// 00031 N00022 E00031 Z00009 F012P///F020P///F018P///                
7130730 260704240 1 14 ///// 00035 N00028 E00029 Z00024 F018P///F021P///F175P///                
7131830 260704230 1 14 ///// 00051 N00036 E00041 Z00015 F035P///F020P///F041P///                
7132530 260704240 1 14 ///// 00045 N00034 E00039 Z00013 F014P///F021P///F023P///                
7133330 260704210 1 12 ///// 00036 N00032 E00036 Z00009 F020P///F023P///F019P///                
7133331 260704200 1 13 ///// 00034 N00022 E00034 Z00010 F014P///F022P///F020P///                
7133400 260704229 1 14 04238 00040 N00026 E00036 Z00012 F013F013F021F021F018F018                
7133531 260704170 1 06 ///// 00029 N00027 E00018 Z00012 F078P///F067P///F169P///                
7133632 260704210 1 12 ///// 00031 N00020 E00029 Z00016 F018P///F018P///F019P///                
7210000 260704200 1 13 04301 00025 N00024 E00021 Z00009 F020F020F019F019F056F056                
7210130 260704263 1 11 ///// 00019 N00017 E00017 Z00011 P008P///P004P///P005P///                
7213731 260704319 1 13 ///// 00023 N00015 E00020 Z00009 P009P///P008P///P006P///                
7213732 260704326 1 14 ///// 00027 N00020 E00025 Z00004 P007P///P005P///P005P///                
7213930 260704277 1 14 ///// 00032 N00022 E00030 Z00017 P005P///P008P///P001P///                
7310130 260704390 1 07 ///// 00015 N00009 E00014 Z00003 F024P///F029P///F021P///                
7320030 260704320 1 12 ///// 00032 N00032 E00024 Z00010 F023P///F013P///F014P///                
7321700 260704245 1 13 04345 00027 N00026 E00021 Z00017 F016F016F023F023F022F016                
7321701 260704151 1 14 04168 00053 N00046 E00040 Z00031 F035F035F038F038F065F065                
7321730 260704290 1 06 ///// 00011 N00010 E00008 Z00005 F023P///F009P///F018P///                
7321731 260704150 1 09 ///// 00014 N00014 E00012 Z00007 F013P///F010P///F012P///                
7321732 260704240 1 11 ///// 00016 N00010 E00015 Z00006 F010P///F007P///F015P///                
7321733 260704360 1 06 ///// 00011 N00007 E00010 Z00005 F013P///F015P///F013P///                
7321832 260704270 1 06 ///// 00011 N00008 E00009 Z00004 F012P///F009P///F024P///                
7321833 260704400 1 05 ///// 00010 N00007 E00008 Z00005 F016P///F020P///F011P///                
7321834 260704400 1 05 ///// 00009 N00008 E00007 Z00006 F012P///F023P///F013P///                
7321836 260704360 1 13 ///// 00026 N00024 E00026 Z00007 F021P///F014P///F022P///                
7410100 260704324 1 08 04329 00015 N00015 E00013 Z00006 F013F013F018F018F014F014                
7410230 260704310 1 11 ///// 00030 N00018 E00028 Z00007 P///P///P///P///P///P///                
7410531 260704260 1 14 ///// 00026 N00023 E00023 Z00014 P///P///P///P///P///P///                
7411930 260704260 1 14 ///// 00035 N00029 E00033 Z00022 P///P///P///P///P///P///                
7413130 260704080 1 13 ///// 00048 N00017 E00039 Z00044 P///P///P///P///P///P///                
7415730 260704110 1 14 ///// 00032 N00029 E00028 Z00026 P///P///P///P///P///P///                
7420800 260704307 1 12 04341 00025 N00015 E00025 Z00008 F020F020F017F017F015F015                
7430400 260704375 1 10 04391 00017 N00013 E00017 Z00004 F013F013F014F014F036F036                
7431900 260704150 1 11 04192 00024 N00021 E00017 Z00006 F026F026F029F029F029F229                
7500021 260704032 1 11 04042 00076 N00076 E00062 Z00023 F138F141F125F125F114F070                
7530002 260704101 1 10 04187 00030 N00019 E00030 Z00014 F011F011F014F014F027F018                
7530700 260704046 1 12 04160 00041 N00025 E00035 Z00019 F017F017F060F060F015F015                
7600000 260704071 1 12 04245 00034 N00029 E00032 Z00016 F022F022F031F031F167F025                
7600001 260704060 1 09 04237 00028 N00023 E00020 Z00012 F024F024F029F029F045F045                
7600030 260704200 1 14 ///// 00050 N00034 E00049 Z00017 P///P///P///P///P///P///                
7600033 260704170 1 13 ///// 00056 N00041 E00054 Z00032 P///P///P///P///P///P///                
7600101 260704096 1 05 04097 00031 N00024 E00015 Z00015 F129F066F134F023F015F011                
7600120 260704098 1 06 04099 00029 N00015 E00012 Z00025 F019F024F020F025F025F020                
7600130 260704110 1 09 ///// 00061 N00052 E00050 Z00038 P///P///P///P///P///P///                
7600220 260704143 1 14 04370 00069 N00069 E00046 Z00050 F076F076F079F080F118F117                
7600400 260704275 1 11 04365 00027 N00017 E00022 Z00015 F022F022F021F024F033F033                
7600530 260704330 1 13 ///// 00039 N00027 E00036 Z00021 P///P///P///P///P///P///                
7600600 260704230 1 05 04339 00015 N00014 E00012 Z00008 F021F021F022F022F025F025                
7600930 260704380 1 11 ///// 00026 N00023 E00025 Z00017 P///P///P///P///P///P///                
7610830 260704260 1 05 ///// 00029 N00024 E00022 Z00015 P///P///P///P///P///P///                
7611130 260704070 1 13 ///// 00175 N00109 E00173 Z00029 P///P///P///P///P///P///                
7611331 260704280 1 09 ///// 00032 N00029 E00029 Z00017 P///P///P///P///P///P///                
7620001 260704100 1 10 04468 00026 N00019 E00024 Z00007 F029F036F033F033F030F130                
7620021 260704422 1 11 04496 00026 N00024 E00020 Z00007 F029F029F026F024F051F051                
7620032 260704420 1 14 ///// 00034 N00028 E00033 Z00013 P///P///P///P///P///P///                
7620730 260704410 1 10 ///// 00032 N00027 E00029 Z00009 P///P///P///P///P///P///                
7620920 260704372 1 08 04435 00018 N00016 E00017 Z00007 F022F023F024F030F025F016                
7630000 260704383 1 09 04513 00017 N00014 E00015 Z00007 F017F017F017F017F016F016                
7630020 260704463 1 07 04474 00015 N00010 E00014 Z00013 F017F019F021F014F024F024                
7630100 260704100 1 14 04405 00036 N00031 E00033 Z00018 F023F023F023F023F081F031                
7630120 260704176 1 11 04395 00026 N00018 E00025 Z00010 F022F022F020F020F032F032                
7710000 260704563 1 07 04594 00018 N00013 E00015 Z00004 F017F017F016F016F032F032                
A2006092608472301 004 325294 017 1321194 012 349606337D36V5111  6245ñLå„êÖìπ                  8K
6220020 260847404 1 05 47405 00037 N00028 E00033 Z00010 F051F053F059F059F118F099                
6222920 260847355 1 10 47304 00122 N00100 E00072 Z00118 F168F168F116F117F136F136                
6320120 260847332 1 08 47330 00055 N00035 E00035 Z00055 F035F035F034F035F151F062                
7511220 260847373 1 06 47375 00048 N00044 E00031 Z00014 F079F078F078F077F116F117                
7520000 260847042 1 09 47361 00063 N00050 E00043 Z00020 F093F093F093F093F050F050                
7520001 260847304 1 11 47354 00064 N00063 E00037 Z00045 F041F041F052F052F106F106                
7520020 260847359 1 05 47359 00048 N00023 E00043 Z00016 F047F047F075F075F053F053                
7600021 260847404 1 14 47408 00083 N00049 E00071 Z00025 F047F047F048F048F048F047                
A2006092613180337 008 371356 025 1384972 038  95511728V   5112  4132êVäÉåßíÜâzínï˚            4K
3710300 261318060 2 18 18082 00250 N00188 E00211 Z00069 F107F107F090F090F206F206                
3710320 261318080 2 20 18082 00192 N00155 E00134 Z00090 F035F037F037F036F093F096                
3710044 261318066 1 13 18078 00123 N00056 E00117 Z00027 P001P001P003P003P003P003                
3711600 261318161 1 05 18167 00035 N00026 E00030 Z00015 F041F041F084F084F054P205                
